午后のあくび: Vocabulary for 午后のあくび
Word;Kana;Translation;Level
星屑;ほしくず;(countless) stars in the night sky;Week 8
金平糖;こんぺいとう;"konpeitō; small coloured sugar candy covered with tiny bulges";Week 8
おすそ分け;おすそわけ;"sharing with others what has been given to you; sharing a portion of the profit with others";Week 8
星;ほし;"star (usu. not including the Sun); planet (usu. not including Earth); heavenly body";Week 8
高台;たかだい;"high ground; elevation; hill";Week 8
片隅;かたすみ;"corner; nook";Week 8
耳;みみ;ear;Week 8
当てる;あてる;to hit;Week 8
投入口;とうにゅうぐち;"insertion slot (e.g. coins, tickets); input port";Week 8
アンテナ;アンテナ;antenna;Week 8
電信柱;でんしんばしら;telephone pole;Week 8
秘密;ひみつ;"secret; secrecy; confidentiality; privacy";Week 8
いける;いける;"to arrange (flowers); to plant";Week 8
聴こえる;きこえる;"to be heard; to be audible; to reach one's ears";Week 8
きた;きた;north;Week 8
言葉;ことば;"language; dialect";Week 8
表す;あらわす;"to represent; to signify; to stand for";Week 8
にぎやか;にぎやか;"bustling; busy; crowded; lively; prosperous; thriving";Week 8
囁く;ささやく;"to whisper; to murmur";Week 8
宇宙;うちゅう;"universe; cosmos; space";Week 8
拡がる;ひろがる;"to spread (out); to extend; to stretch; to reach to; to get around; to fill (e.g. a space)";Week 8
その中;そのなか;"wherein; therein; thereinto";Week 8
とつぜん;とつぜん;"abrupt; sudden; unexpected";Week 8
甲高い;かんだかい;"high-pitched; shrill";Week 8
笛;ふえ;"flute; fife; pipe; recorder; flageolet; shakuhachi; clarinet";Week 8
鋭い;するどい;"sharp (blade); pointed";Week 8
貫く;つらぬく;"to go through; to pierce; to penetrate";Week 8
めったに;めったに;"rarely; seldom";Week 8
聴く;きく;to hear;Week 8
流れ星;ながれぼし;"shooting star; falling star; meteor";Week 8
びっくり;びっくり;"to be surprised; to be amazed; to be frightened; to be astonished; to get startled; to jump";Week 8
勿体ない;もったいない;"wasteful; a waste";Week 8
分ける;わける;"to divide (into); to split (into); to part; to separate; to divide up; to classify; to sort out; to divide out";Week 8
ひらひら;ひらひら;"fluttering; flapping; waving";Week 8
舞い降りる;まいおりる;"to swoop down upon; to fly down; to alight";Week 8
雪片;せっぺん;snowflake (cluster of ice crystals);Week 8
天;てん;sky;Week 8
煌めく;きらめく;"to glitter; to glisten; to sparkle; to twinkle; to glare; to gleam";Week 8
雪;ゆき;"snow; snowfall";Week 8
自動車;じどうしゃ;"car; automobile; motorcar; motor vehicle; auto";Week 8
道路;どうろ;"road; highway";Week 8
真ん中;まんなか;"middle; centre; center; midpoint; heart";Week 8
犬;いぬ;dog (Canis (lupus) familiaris);Week 8
燥ぐ;はしゃぐ;"to make merry; to frolic; to be in high spirits";Week 8
格好;かっこう;"shape; form; figure; posture; pose";Week 8
子;こ;"child; kid; teenager; youngster; young (non-adult) person";Week 8
以外;いがい;"with the exception of; excepting; excluding";Week 8
よう;よう;"(I) will; (I) shall";Week 8
似る;にる;"to resemble; to look like; to be like; to be alike; to be similar; to take after";Week 8
女の子;おんなのこ;"girl; daughter; baby girl";Week 8
見入る;みいる;"to gaze at; to fix one's eyes upon";Week 8
スノードーム;スノードーム;snow globe;Week 8
横から;よこから;"from one's side; from the side (of something)";Week 8
のぞき込む;のぞきこむ;"to look into; to peer in";Week 8
ドーム;ドーム;dome;Week 8
街並み;まちなみ;"townscape; street (of stores and houses); (look of) stores and houses on street";Week 8
ミニチュア;ミニチュア;miniature;Week 8
スノー;スノー;snow;Week 8
店先;みせさき;"storefront; shopfront";Week 8
ずうっと;ずうっと;"continuously in some state (for a long time, distance); throughout; all along; the whole time; all the way";Week 8
人形;にんぎょう;"doll; puppet; figure";Week 8
お気に入り;おきにいり;"favorite; favourite; pet (e.g. teacher's pet)";Week 8
手袋;てぶくろ;"glove; mitten; mitt";Week 8
かたっぽ;かたっぽ;"one side; one of a pair";Week 8
失くす;なくす;"to lose (something); to mislay";Week 8
落とす;おとす;"to drop; to lose; to let fall; to shed (light); to cast (one's gaze); to pour in (liquid); to leave behind";Week 8
探す;さがす;"to search for; to look for; to hunt for; to seek";Week 8
もしや;もしや;"perhaps; possibly; by some chance; by some possibility";Week 8
違う;ちがう;"to differ (from); to vary";Week 8
当;はた;"or; otherwise";Week 8
博物館;はくぶつかん;museum;Week 8
収蔵;しゅうぞう;"garnering; collection";Week 8
致す;いたす;to do;Week 8
失せ物;うせもの;lost article;Week 8
種類;しゅるい;"variety; kind; type; category";Week 8
ごとに;ごとに;"one by one; each; every; at intervals of";Week 8
分類;ぶんるい;"classification; categorization; sorting";Week 8
保管;ほかん;"charge; custody; safekeeping; deposit; storage";Week 8
白玉;しらたま;white gem (esp. a pearl);Week 8
遺失物;いしつぶつ;"lost article; lost property";Week 8
数;かず;"number; amount";Week 8
ええ;ええ;"yes; that is correct; right";Week 8
みんな;みんな;"everyone; everybody; all";Week 8
落とし物;おとしもの;"lost property; something dropped and left behind";Week 8
なんです;なんです;"it is assuredly that ...; can say with confidence that ...";Week 8
全て;すべて;"everything; all; the whole";Week 8
100年;ひゃくねん;counter for years (e.g. of an era), grades (e.g. school);Week 8
のだ;のだ;"the expectation is that ...; the reason is that ...; the fact is that ...; the explanation is that ...; it is that ...";Week 8
一つ一つ;ひとつひとつ;"one-by-one; separately; in detail";Week 8
付ける;つける;"to attach; to join; to add; to append; to affix; to stick; to glue; to fasten; to sew on; to apply (ointment)";Week 8
札;ふだ;"ticket; token; check; receipt";Week 8
場所;ばしょ;"place; location; spot; position";Week 8
日時;にちじ;date and time;Week 8
記す;しるす;"to write down; to note; to jot down";Week 8
今朝;けさ;this morning;Week 8
収集;しゅうしゅう;"collecting; accumulating; gathering";Week 8
いつでも;いつでも;"(at) any time; always; at all times; whenever";Week 8
先月;せんげつ;last month;Week 8
かなあ;かなあ;I wonder;Week 8
終わり;おわり;"end; ending; close; conclusion";Week 8
置き忘れる;おきわすれる;"to leave behind; to misplace; to forget";Week 8
縁日;えんにち;"temple festival; fair; fete day; day related to a particular deity and thought to bring divine blessing to those who celebrate it";Week 8
指環;ゆびわ;(finger) ring;Week 8
キーホルダー;キーホルダー;"keychain; key chain";Week 8
今まで;いままで;"until now; so far; up to the present";Week 8
ぜんぶ;ぜんぶ;"all; entire; whole; altogether";Week 8
ココア;ココア;"cocoa (beverage, cocoa solids); hot chocolate";Week 8
ポラリス;ポラリス;"Polaris (star in the constellation Ursa Minor); Alpha Ursae Minoris; the North Star";Week 9
よね;よね;isn't that right?;Week 9
どうだい;どうだい;"How did you like ...?; How about ...?; What's going on?; How's it going?";Week 9
さいご;さいご;"end; conclusion";Week 9
自分で;じぶんで;"by myself; in person; by oneself";Week 9
繁盛;はんじょう;"prosperity; flourishing; thriving";Week 9
苦手;にがて;"poor (at); weak (in); not very good (at)";Week 9
中断;ちゅうだん;"interruption; suspension; break";Week 9
冬眠;とうみん;"hibernation; winter sleep; torpor";Week 9
状態;じょうたい;"state; condition; situation; appearance; circumstances";Week 9
まわる;まわる;"to turn; to revolve";Week 9
器用;きよう;"skillful; skilful; adroit; dexterous; dextrous; deft; nimble; handy";Week 9
ものだね;ものだね;"origin; fundamental element";Week 9
私;わたし;"I; me";Week 9
おでん;おでん;"oden; dish of various ingredients, e.g. egg, daikon, potato, chikuwa, konnyaku stewed in soy-flavored dashi";Week 9
すっかり;すっかり;"all; completely; totally; entirely; thoroughly";Week 9
冷める;さめる;"to cool down; to get cold";Week 9
一口食べる;ひとくちたべる;"to eat a mouthful; to take a bite";Week 9
温める;あたためる;"to warm; to heat";Week 9
いやあ;いやあ;"why; oh";Week 9
ちょっとした;ちょっとした;"slight; minor; trifling; trivial; petty";Week 9
気まぐれ;きまぐれ;"whim; caprice; whimsy; fickle; moody; uneven temper";Week 9
通る;とおる;"to go by; to go past; to go along; to travel along; to pass through; to use (a road); to take (a route); to go via; to go by way of";Week 9
道順;みちじゅん;"route; way; course; directions";Week 9
変える;かえる;"to change; to alter; to transform; to convert; to turn; to vary";Week 9
遠まわり;とおまわり;"detour; roundabout way";Week 9
新鮮;しんせん;fresh;Week 9
あやしげ;あやしげ;"questionable; doubtful; suspicious";Week 9
不思議;ふしぎ;"wonderful; marvelous; strange; incredible; amazing; curious; miraculous; mysterious";Week 9
通じる;つうじる;"to be open (to traffic); to lead to; to communicate (with)";Week 9
見慣れる;みなれる;"to become used to seeing; to be familiar with";Week 9
なーんだ;なーんだ;"what!; oh";Week 9
乗る;のる;"to get on (train, plane, bus, ship, etc.); to get in; to board; to take; to embark";Week 9
なぜだか;なぜだか;"somehow; for some reason; without knowing why";Week 9
座り心地;すわりごこち;level of comfort (of objects you sit on);Week 9
心なしか;こころなしか;"somehow; somewhat; seemingly";Week 9
気;き;"spirit; mind; heart";Week 9
いつの間に;いつのまに;"when; at what point";Week 9
象;しょう;"form; shape; figure; appearance; phenomenon";Week 9
看板;かんばん;"signboard; sign; billboard; hoarding; doorplate";Week 9
並行世界;へいこうせかい;"parallel world; parallel universe";Week 9
側;がわ;"side (of something, or taking someone's side); part";Week 9
おは;おは;good morning;Week 9
ひび;ひび;"crack; fissure";Week 9
野;の;"plain; field";Week 9
ヨコジマ;ヨコジマ;"horizontal stripes; lateral stripes";Week 9
ふうむ;ふうむ;"hmm; I see; hrm";Week 9
周辺;しゅうへん;"circumference; outskirts; environs; around; in the area of; in the vicinity of";Week 9
とくに;とくに;"particularly; especially; in particular; expressly";Week 9
なさそう;なさそう;"does not seem; unlikely; improbable";Week 9
ボーダー;ボーダー;"border (pattern); stripes";Week 9
柄;がら;"pattern; design";Week 9
服す;ふくす;"to obey; to submit to; to yield to; to accept; to abide by";Week 9
ストライプ;ストライプ;stripe;Week 9
タテジマ;タテジマ;"vertical stripes; striped fabric";Week 9
おかしい;おかしい;"funny; amusing; comical; laughable; ridiculous";Week 9
彼女;かのじょ;"she; her";Week 9
星座;せいざ;constellation;Week 9
ラッキー;ラッキー;lucky;Week 9
アイテム;アイテム;item;Week 9
服;ふく;clothes (esp. Western clothes);Week 9
スト;スト;strike (i.e. industrial action);Week 9
ライブ;ライブ;live (broadcasting, music, etc.);Week 9
パラ;パラ;para-;Week 9
ワールド;ワールド;world;Week 9
習慣;しゅうかん;habit;Week 9
占い;うらない;"fortune-telling; divination";Week 9
逆らう;さからう;"to go against; to oppose; to disobey; to defy";Week 9
街路樹;がいろじゅ;roadside trees;Week 9
きのう;きのう;"function; facility; faculty; feature";Week 9
なんにも;なんにも;"(not) anything; (nothing) at all; (not) any";Week 9
毎日;まいにち;every day;Week 9
バラ;バラ;"boneless rib (esp. of pork or beef); boned rib";Week 9
ソル;ソル;solar day (esp. on planets other than Earth);Week 9
アパレル;アパレル;apparel (clothing);Week 9
気づく;きづく;"to notice; to recognize; to recognise; to become aware of; to perceive; to realize; to realise";Week 9
芽;め;"sprout; shoot; bud";Week 9
もうすぐ;もうすぐ;"soon; shortly; before long; nearly; almost";Week 9
おまけ;おまけ;"something thrown in (with a purchase); something extra; free gift; freebie; giveaway; premium; prize";Week 9
マン;マン;man;Week 9
のんびり;のんびり;"at leisure; in a relaxed manner; in a carefree manner; quietly; peacefully";Week 9
コッタ;コッタ;"contraction of ""koto da""";Week 9
ふと;ふと;"suddenly; casually; accidentally; incidentally; unexpectedly; unintentionally";Week 9
干す;ほす;"to air; to dry; to desiccate";Week 9
ぼく;ぼく;"I; me";Week 9
あらら;あらら;"tsk tsk; oh-oh; huh; what's that?";Week 9
たまに;たまに;"occasionally; once in a while; now and then; rarely; seldom";Week 9
帰巣本能;きそうほんのう;homing instinct;Week 9
ホン;ホン;phon (unit of loudness);Week 9
ノー;ノー;no;Week 9
出かける;でかける;"to go out (e.g. on an excursion or outing); to leave; to depart; to start; to set out";Week 9
気球;ききゅう;"balloon; blimp";Week 9
飛行船;ひこうせん;"airship; blimp";Week 9
あんなに;あんなに;"to that extent; to that degree; so much; so";Week 9
たくさん;たくさん;"a lot; lots; plenty; many; a large number; much; a great deal; a good deal";Week 9
どうぞ;どうぞ;"please; kindly; pray; I beg (of you)";Week 9
ぼくら;ぼくら;we;Week 9
乗り;のり;"riding; ride";Week 9
うわのそら;うわのそら;"inattention; absent-mindedness";Week 9
休む;やすむ;"to be absent; to take a day off";Week 9
ドーナツ;ドーナツ;"doughnut; donut";Week 9
会う;あう;"to meet; to encounter; to see";Week 9
デイ;デイ;day (as in holiday);Week 9
100円;ひゃくえん;yen (Japanese monetary unit);Week 9
空で;そらで;"off the top of one's head; from thin air";Week 9
サンキュー;サンキュー;"thank you; thanks";Week 9
おしまい;おしまい;"the end; closing; being done for";Week 9
たんのう;たんのう;"proficient; skillful";Week 9
帰ってくる;かえってくる;"to return; to come back";Week 9
太陽;たいよう;Sun;Week 9
沈む;しずむ;"to sink; to go under; to submerge";Week 9
おかえり;おかえり;return;Week 9
ふく;ふく;clothes (esp. Western clothes);Week 9
らん;らん;"section (e.g. in a newspaper); column; page";Week 9
でる;でる;"to leave; to exit; to go out; to come out; to get out";Week 9
カケラ;カケラ;"fragment; broken piece; chip; splinter; shard";Week 9
巣;す;"nest; rookery; breeding place; hive";Week 9
寝;ね;sleep;Week 9
あした;あした;tomorrow;Week 9
